id,name,category,subcategory,merchant_tier,description,short_narration,long_narration,historical_note,historical_narration,custom_description,updated_at
fountain_place,Fountain Place,FOOD_DRINK,,0,"Located at 232 Essex Street, Fountain Place is a Salem restaurant specializing in breakfast fare. This establishment accepts cash, debit, and credit cards for payment, offering convenience for both locals and visitors. As of 2025, it remains a vibrant part of Salem's dining scene.",Fountain Place on Essex Street is a popular Salem spot for breakfast and a quick bite.,"Fountain Place, located at 232 Essex Street in Salem, is a restaurant known for its breakfast offerings. The establishment accepts various forms of payment, including cash, debit cards, and credit cards, and is currently open to the public. As of a recent check in 2025, Fountain Place continues to serve the Salem community and visitors.","Fountain Place is a restaurant located at 232 Essex Street in Salem, Massachusetts. Serving breakfast, it has been a fixture in the city offering a convenient dining option. Accepting cash, debit, and credit cards, Fountain Place continues to operate as a local eatery.",,,2026-04-21 16:43:53.507745-04
fountain_place_restaurant,Fountain Place Restaurant,FOOD_DRINK,,0,"Fountain Place Restaurant, located at 232 Essex Street, is a Salem staple known for its classic breakfast and lunch dishes. The restaurant occupies a historic location: the site of Salem’s first public water pump, which was even mentioned in the writings of Nathaniel Hawthorne. For over 17 years, Fountain Place has offered quality food, friendly service, and a warm atmosphere to both locals and visitors.","Fountain Place Restaurant has been serving Salem homemade breakfast and lunch favorites since 2007, on the site of the city’s first public water pump—a landmark mentioned by Nathaniel Hawthorne.","Fountain Place Restaurant is deeply rooted in Salem’s history and local culture. Located at the historic Fountain Place on Essex Street, the restaurant stands on the site of Salem’s first public water pump—a landmark immortalized in the writings of Nathaniel Hawthorne. Since opening in 2007, Fountain Place has proudly served both residents and visitors with homemade breakfast and lunch favorites, offering quality food, friendly service, and fair prices in a welcoming atmosphere. The restaurant continues a tradition of hospitality at a location that has been a gathering place for Salem residents for centuries.

Today, Fountain Place offers both dine-in and convenient takeout and delivery options, making it easy to enjoy a delicious meal whether you're exploring the city or relaxing at home. With a commitment to fresh ingredients and a cozy ambiance, Fountain Place Restaurant is a beloved Salem institution.",,,,2026-04-21 16:43:53.507745-04
gallo_nero_peabody,Gallo Nero Peabody,FOOD_DRINK,,0,"Gallo Nero Peabody, located at 89 Main Street, is a popular Italian restaurant serving up classic dishes and wood-fired pizzas. With a focus on fresh ingredients and a cozy ambiance, Gallo Nero offers dine-in, takeout, and delivery options. They also feature outdoor seating, a full bar, and are dog-friendly, making it a great spot for a casual meal or a special occasion.","Gallo Nero Peabody offers authentic Italian cuisine and wood-fired pizzas in a welcoming atmosphere, and has been a Peabody favorite for years.","Gallo Nero Peabody is a beloved Italian restaurant located at 89 Main Street in Peabody, Massachusetts. Known for its authentic Italian cuisine, including wood-fired pizzas, Gallo Nero provides a welcoming atmosphere for diners. The restaurant offers a variety of services, including dine-in, takeout, and delivery, and features amenities like outdoor seating and a full bar. They are also dog-friendly and wheelchair accessible, ensuring a comfortable experience for all guests.",,,,2026-04-21 16:43:53.507745-04
garcon_superslice_pizza_pie_parlor,Garcon SuperSlice Pizza Pie Parlor,FOOD_DRINK,,0,"Garcon SuperSlice Pizza Pie Parlor has been a Salem favorite for pizza lovers for years. Located at 14 New Derby Street, this popular spot offers a wide variety of pies, along with beer, wine, and a fun atmosphere. With options for dine-in, takeout, and delivery, plus live music and dog-friendly seating, Garcon SuperSlice is a perfect place to grab a bite.","Garcon SuperSlice Pizza Pie Parlor, located on New Derby Street, serves up delicious pizza in a lively atmosphere, complete with live music and dog-friendly seating.","Garcon SuperSlice Pizza Pie Parlor is a lively pizza restaurant located at 14 New Derby Street in Salem. Known for its delicious pizza and welcoming atmosphere, Garcon SuperSlice offers dine-in, takeout, and delivery options. The restaurant also features live music, serves beer and wine, and welcomes well-behaved dogs, making it a popular spot for locals and visitors alike. With accessible parking and seating, Garcon SuperSlice is committed to providing a comfortable experience for all.","Garcon SuperSlice Pizza Pie Parlor is a lively pizza restaurant located at 14 New Derby Street in Salem, Massachusetts. Known for its classic pizzas, the parlor offers a welcoming atmosphere with dine-in, takeout, and delivery options. Garcon SuperSlice also features live music, making it a popular spot for locals and visitors alike. The restaurant is committed to accessibility, offering wheelchair-accessible parking, seating, and restrooms, and welcomes canine companions.",,,2026-04-21 16:43:53.507745-04
georgias_pizza,Georgia's Pizza,FOOD_DRINK,,0,"Georgia's Pizza has been a Salem staple since 1991, offering a relaxed atmosphere and a menu of classic pizzas, subs, and salads. Located at 28 Norman Street, this local favorite provides takeout and delivery options, making it a convenient choice for a quick and tasty meal. With its commitment to quality and friendly service, Georgia's Pizza continues to be a popular spot for both residents and visitors.","Grab a slice at Georgia's Pizza, a Salem favorite serving up classic pizzas, subs, and salads since 1991.","Georgia's Pizza, located at 28 Norman Street in Salem, has been serving up classic pizzas, subs, and salads to the community since 1991. Known for its laid-back atmosphere and convenient takeout and delivery options, Georgia's Pizza has become a local favorite for a quick and tasty meal. The restaurant offers a wide variety of pizzas, along with subs and salads, catering to a diverse range of tastes.",,,,2026-04-21 16:43:53.507745-04
good_morning_chubby,Good Morning Chubby,FOOD_DRINK,,0,"Good Morning Chubby, situated at 1 Washington Square W, is a Salem favorite for breakfast and brunch. Offering dine-in, takeout, and delivery options, this restaurant provides a convenient and enjoyable experience for locals and visitors alike. With outdoor seating and a kid-friendly atmosphere, it's a great place to start your day in Salem.","Good Morning Chubby, located on Washington Square, is a popular breakfast spot known for its delicious morning fare and welcoming atmosphere.","Good Morning Chubby is a breakfast restaurant located on Washington Square in Salem, Massachusetts. Offering dine-in, takeout, and delivery, it's a popular spot for a delicious and convenient breakfast or brunch. The restaurant also features outdoor seating and is known for being family-friendly.","Good Morning Chubby, situated at 1 Washington Square West in Salem, is a beloved local breakfast restaurant. Open daily with varying hours, they offer dine-in, takeout, and delivery options, as well as outdoor seating. With a family-friendly atmosphere, Good Morning Chubby is a go-to spot for starting the day right in Salem.",,,2026-04-27 19:24:49.511732-04
good_night_fatty,"Good Night, Fatty",FOOD_DRINK,,0,"Goodnight Fatty is a popular Salem bakery specializing in unique, craveable cookies called 'Fatties' and breakfast items dubbed 'Chubbies'. Founded by Noah Conti, Goodnight Fatty offers a rotating menu of treats, keeping customers guessing with each visit. Open Thursday through Sunday, they also provide in-house delivery services to Salem and surrounding areas, including 'Chubby Drops' on Sunday mornings.","Goodnight Fatty, founded by Noah Conti, is a Salem bakery known for its rotating menu of decadent 'Fatties' and 'Chubbies' – cookies and breakfast treats that are a local favorite.","Goodnight Fatty is a relatively new addition to Salem’s vibrant culinary scene, founded by Noah Conti with a simple but irresistible premise: exceptionally good cookies and breakfast treats. The bakery quickly gained a following for its rotating menu of ‘Fatties’ and ‘Chubbies’ – decadent cookies and breakfast items whose flavors change regularly, creating a sense of anticipation and delight for returning customers.\n\nOperating from Thursday through Sunday, Goodnight Fatty caters to both walk-in visitors and those seeking the convenience of delivery. Their in-house delivery service, known as ‘Drops,’ brings the sweet treats directly to homes in Salem and nearby towns, while ‘Chubby Drops’ on Sunday mornings offer a particularly popular start to the day. Goodnight Fatty has quickly become a beloved spot for those seeking a delicious and unique indulgence in Salem.","Goodnight Fatty is a Salem-based bakery founded by Noah Conti, quickly gaining popularity for its unique and indulgent cookies, affectionately called 'Fatties' and 'Chubbies'. The bakery operates Thursday through Sunday, offering a rotating menu of sweet treats and a breakfast service. Committed to local service, Goodnight Fatty also provides in-house delivery options, including 'Drops' for Salem and surrounding cities, and 'Chubby Drops' on Sunday mornings.",,,2026-04-21 16:43:53.507745-04
granite_coast_brewery,Granite Coast Brewery,FOOD_DRINK,,0,"Granite Coast Brewery is a Peabody-based microbrewery and pub located at 77 Main Street. Offering a rotating selection of handcrafted beers, the brewery is open Fridays, Saturdays, and Sundays, providing a local spot for beer enthusiasts to enjoy fresh brews. Check their website for current tap lists and hours.","Granite Coast Brewery, located at 77 Main Street, is a local microbrewery offering a rotating selection of craft beers.","Granite Coast Brewery is a microbrewery located at 77 Main Street in Peabody, Massachusetts. Established as a local pub, it offers a rotating selection of handcrafted beers, inviting visitors to sample the flavors of locally brewed ales. Open on Fridays, Saturdays, and Sundays, Granite Coast Brewery provides a casual atmosphere for enjoying fresh, small-batch brews.","Granite Coast Brewery is a Peabody-based microbrewery located at 77 Main Street. Offering a rotating selection of craft beers, the brewery is open Fridays from 4-8 PM, Saturdays from 2-8 PM, and Sundays from 2-6 PM. It's a popular spot for enjoying locally brewed beer and supporting a Massachusetts craft business.",,,2026-04-21 16:43:53.507745-04
gregorys_lounge,Gregory's Lounge,FOOD_DRINK,FOOD_DRINK__bars,0,"Gregory's Lounge, located at 50 Walnut Street in Peabody, is a classic neighborhood bar offering a wide selection of beer, wine, and cocktails. Open daily from 10:00 AM until 1:00 AM, it's a favorite spot for locals and visitors alike. Gregory's also offers a casual atmosphere for watching sports and is known for accepting cash only.","Gregory's Lounge on Walnut Street in Peabody is a popular local bar known for its long hours, serving drinks until 1:00 AM every day of the week.","Gregory's Lounge is a well-established bar located at 50 Walnut Street in Peabody, Massachusetts. Known for its extended hours – open daily from 10:00 AM to 1:00 AM – it provides a casual and welcoming atmosphere for enjoying a drink with friends. The lounge serves a variety of beverages, including beer, wine, and cocktails, and is a popular spot for watching sports. Gregory's Lounge operates on a cash-only basis.",,,,2026-04-21 16:43:53.507745-04
gulu_gulu_cafe,Gulu-Gulu Cafe,FOOD_DRINK,,0,"Gulu Gulu Cafe, established in 2005 by Marie and Steve Feldmannova, is a beloved Salem spot known for its eclectic mix of coffee, craft beer, and light fare. Named after a cafe where the owners first met in Prague, Gulu Gulu cultivates a bohemian vibe with live music, local art, and a welcoming atmosphere. It's a popular destination for those seeking a unique and creative space in the heart of Salem.","Since 2005, Gulu Gulu Cafe has been a Salem haven for coffee, craft beer, crepes, and live music, known for its bohemian atmosphere and artistic spirit.","Gulu Gulu Cafe first opened its doors in 2005, born from the owners’ fond memories of a cafe in Prague where they met. Marie and Steve Feldmannova brought that same spirit of artistic community to Salem, creating a space that quickly became a local favorite. Gulu Gulu is known for its carefully curated selection of craft beers, alongside a menu of coffee, crepes, soups, and sandwiches, with a focus on vegetarian-friendly options.\n\nMore than just a cafe, Gulu Gulu is a hub for local artists and musicians. The walls are adorned with rotating exhibits, and the cafe regularly hosts live performances, fostering a vibrant and creative atmosphere. It’s a place where you can enjoy a quiet coffee, catch a show, or simply soak in the bohemian energy of Salem.\n
Praised by publications like North Shore Magazine and Zagat, Gulu Gulu Cafe continues to be a unique and enduring part of Salem’s cultural landscape.","Gulu Gulu Cafe, established in 2005 by Marie and Steve Feldmannova, is a beloved Salem cafe known for its eclectic, bohemian vibe. Named after a Prague cafe where the owners met, Gulu Gulu offers a diverse menu of coffee, light fare, and a rotating selection of hard-to-find craft beers. The cafe also hosts local musicians and artists, making it a vibrant hub for Salem’s creative community.",,,2026-04-27 18:12:46.861973-04
holy_cow_ice_cream_2,Holy Cow Ice Cream,FOOD_DRINK,FOOD_DRINK__cafes,0,"Holy Cow Ice Cream, located at 181 Fort Avenue, is a Salem favorite celebrated for its super-premium, homemade ice cream. This award-winning shop offers unique flavor combinations and house-made mix-ins, alongside nostalgic treats. In 2022, Holy Cow earned the prestigious North American Ice Cream Association’s “Flavor of the Year” award, solidifying its reputation as a must-visit destination for ice cream lovers.","Holy Cow Ice Cream is a nationally recognized Salem shop, known for its creative, homemade flavors and winning the 2022 North American Ice Cream Association’s “Flavor of the Year” award.","Holy Cow Ice Cream is a Salem-based shop specializing in super-premium, homemade ice cream. Known for its creative flavor combinations and house-made mix-ins, the shop has garnered national recognition, including the 2022 North American Ice Cream Association’s “Flavor of the Year” award. Located at 181 Fort Avenue, Holy Cow Ice Cream offers a sweet escape for locals and visitors alike.","Holy Cow Ice Cream, located at 181 Fort Avenue, is a Salem favorite known for its super-premium, homemade ice cream. This award-winning shop offers creative flavor combinations and house-made mix-ins, bringing a nostalgic and delicious experience to visitors. In 2022, Holy Cow earned the prestigious North American Ice Cream Association’s “Flavor of the Year” award, solidifying its reputation as a top ice cream destination.",,,2026-04-21 16:43:53.507745-04
holy_cow_ice_cream_cafe,Holy Cow Ice Cream Cafe,FOOD_DRINK,FOOD_DRINK__cafes,0,"Holy Cow Ice Cream Cafe is a popular destination for ice cream lovers, located at 86 Andover Street. Open daily from noon to 10 PM, this cafe provides a delightful selection of ice cream and other sweet treats. As a local favorite, it’s a perfect spot to satisfy your dessert cravings while exploring the area.","Holy Cow Ice Cream Cafe offers a sweet treat at 86 Andover Street, serving up delicious ice cream daily from noon until 10 PM.","Holy Cow Ice Cream Cafe, located at 86 Andover Street, is a local cafe specializing in ice cream and confectionery. Open daily from noon to 10 PM, it provides a sweet escape for visitors and residents alike. The cafe is categorized as a dessert shop, food store, and confectionery, offering a variety of options for those with a sweet tooth.","Holy Cow Ice Cream Cafe offers a delightful selection of ice cream and desserts. Located at 86 Andover Street, this cafe is a local favorite, known for its tasty treats and welcoming atmosphere. Open daily from noon until 10 PM, it's the perfect place to satisfy your sweet tooth while exploring Salem.",,,2026-04-21 16:43:53.507745-04
homemade_ice_cream_and_popcorn,Homemade Ice Cream and Popcorn,FOOD_DRINK,FOOD_DRINK__cafes,0,"Homemade Ice Cream and Popcorn is a popular Salem destination for classic treats. Located at 205 Fort Ave, this shop offers a wide selection of ice cream flavors and freshly popped popcorn daily from 11:00 AM to 8:30 PM. With its convenient location and delicious offerings, it's a perfect spot to satisfy your sweet tooth while exploring the city.","Homemade Ice Cream and Popcorn, located at 205 Fort Ave, offers a sweet treat with a variety of ice cream flavors and freshly popped popcorn.","Homemade Ice Cream and Popcorn, located at 205 Fort Ave in Salem, is a local favorite known for its delicious ice cream and freshly popped popcorn. Open daily from 11:00 AM to 8:30 PM, it's a convenient and delightful stop for visitors and residents alike. The shop is fully accessible, offering wheelchair-accessible parking and entrance.",,,,2026-04-21 16:43:53.507745-04
honey_dew,Honey Dew,FOOD_DRINK,,0,"Honey Dew is a Salem cafe specializing in donuts and coffee. Part of the Honey Dew Donuts brand, this location offers takeaway service and accepts cash, debit, and credit cards. It's a convenient spot for a sweet snack or a caffeine boost while exploring the city.","Honey Dew is a Salem cafe serving up donuts and coffee, a popular spot for a quick treat or morning pick-me-up.","Honey Dew is a cafe in Salem, Massachusetts, part of the Honey Dew Donuts chain. Offering a variety of donuts and coffee, it provides a convenient takeaway option for locals and visitors alike. The cafe accepts cash, debit, and credit cards for payment.","Honey Dew is a Salem cafe offering a variety of donuts and coffee. As part of the Honey Dew Donuts brand, this location provides takeaway service and accepts cash, debit, and credit cards. It's a convenient stop for a sweet treat and a caffeine fix while exploring the city.",,,2026-04-21 16:43:53.507745-04
honey_dew_donuts,Honey Dew Donuts,FOOD_DRINK,FOOD_DRINK__cafes,0,"Honey Dew Donuts first opened in Mansfield, Massachusetts in 1973 and has grown to become the largest locally-owned donut and coffee shop chain in New England. This Salem location continues the tradition of serving freshly-made donuts, pastries, breakfast sandwiches, and a variety of coffee drinks.  A commitment to community involvement and school fundraising has made Honey Dew a neighborhood staple.","Since 1973, Honey Dew Donuts has been a New England favorite, serving up fresh donuts, coffee, and breakfast sandwiches at this Salem location.","Founded in 1973 in Mansfield, Massachusetts, Honey Dew Donuts quickly became a beloved New England institution. Richard Bowen started the company with a simple goal: to serve delicious, high-quality donuts and coffee to his community. That commitment to quality and local connection continues today, with over 120 locations throughout the region.\n\nThis Salem location carries on the Honey Dew tradition, offering a wide selection of donuts, muffins, pastries, and breakfast sandwiches alongside a full range of coffee beverages. Honey Dew Donuts is also known for its dedication to giving back to the communities it serves, regularly participating in school fundraisers and supporting local non-profit organizations.  It's a place where a sweet treat comes with a side of community spirit.",,,,2026-04-21 16:43:53.507745-04
honga,Honga,FOOD_DRINK,,0,"Honga is a straightforward Chinese restaurant located at 6 Boston Street in Salem. Offering classic dishes like chicken lo mein and shrimp with lobster sauce, Honga has been a Salem staple for takeout and dine-in customers. Open daily with extended hours on weekends, it's a convenient and reliable option for a quick and satisfying meal.","Honga, located on Boston Street, is a long-standing Salem eatery serving classic Chinese dishes like lo mein and shrimp with lobster sauce.","Honga is a Chinese restaurant located at 6 Boston Street in Salem, Massachusetts. Known for its classic dishes and convenient options for dine-in, takeout, and delivery, Honga has served the Salem community for many years. The restaurant offers a straightforward menu of familiar favorites, making it a reliable choice for a quick and satisfying meal. With accessible parking and a wheelchair-accessible entrance, Honga strives to be a welcoming destination for all.","Honga is a popular Chinese restaurant located at 6 Boston Street in Salem. Offering classic dishes like chicken lo mein and shrimp with lobster sauce, Honga provides dine-in, takeout, and delivery options. With convenient hours and wheelchair accessibility, it’s a reliable spot for a quick and tasty meal. Open daily, Honga is a neighborhood staple for those craving familiar Chinese flavors.",,,2026-04-21 16:43:53.507745-04
hong_kong_king,Hong Kong King,FOOD_DRINK,,0,"Hong Kong King, located at 28 Norman Street, is a long-standing Salem favorite for classic Chinese-American dishes. Established in 1985, this family-owned restaurant offers dine-in service, convenient takeout, and delivery options. With consistently high ratings, Hong Kong King is a popular choice for a satisfying and affordable meal.","Hong Kong King on Norman Street has been serving classic Chinese-American cuisine in Salem since 1985, offering dine-in, takeout, and delivery.","Hong Kong King is a Chinese restaurant located at 28 Norman Street in Salem, Massachusetts. Established in 1985, it has become a local staple, known for its classic Chinese-American cuisine and convenient dining options, including dine-in, takeout, and delivery. The restaurant consistently receives positive reviews and is a popular choice for residents and visitors alike.","Hong Kong King, located at 28 Norman Street, is a popular Chinese restaurant in Salem offering a full menu for dine-in, takeout, and delivery. Open daily from 11:00 AM to 9:00 or 10:00 PM, it's a convenient and well-rated spot for a quick lunch or a family dinner. With over 50 Google reviews and a 4.3-star rating, Hong Kong King has been a Salem neighborhood staple for over a decade.",,,2026-04-21 16:43:53.507745-04
howling_wolf_taqueria,Howling Wolf Taqueria,FOOD_DRINK,,0,"Howling Wolf Taqueria, located at 76 Lafayette Street, is a vibrant Mexican restaurant and cocktail bar. They specialize in traditional dishes made fresh daily, alongside an extensive selection of tequilas, mezcal, and specialty cocktails. Inspired by a Cherokee story emphasizing positivity, Howling Wolf also hosts weekly trivia and events, making it a popular spot for locals and visitors alike.","Howling Wolf Taqueria brings a taste of Mexico to Salem with fresh, chef-led cuisine, a wide selection of tequilas and mezcal, and weekly events.","Howling Wolf Taqueria offers a lively taste of Mexico in the heart of Salem. Located on Lafayette Street, this restaurant and cocktail bar is known for its fresh, chef-led kitchen, serving up authentic tacos, burritos, and enchiladas. Beyond the food, Howling Wolf boasts an impressive selection of tequilas and mezcal, alongside a menu of expertly crafted cocktails.

The restaurant's name and ethos are rooted in a Cherokee story about two wolves – one representing good, the other evil – emphasizing the importance of 'feeding the good wolf.' This philosophy extends to their commitment to quality and creating a positive atmosphere. Howling Wolf Taqueria also hosts regular events, including weekly trivia nights, making it a popular gathering place for both Salem residents and visitors.","Howling Wolf Taqueria, located at 76 Lafayette Street, is a vibrant Mexican restaurant and cocktail bar serving traditional dishes and a wide selection of tequilas and mezcal. Inspired by a Cherokee story about nurturing the 'good wolf' within, the restaurant offers a lively atmosphere with weekly trivia and events. They also offer takeout, delivery, and outdoor seating.",,,2026-04-21 16:43:53.507745-04
ihop,IHOP,FOOD_DRINK,,0,"IHOP at 2 Trader's Way is a popular Salem destination for breakfast, lunch, dinner, and everything in between. Serving up pancakes, omelets, and a full menu of American favorites, this IHOP offers dine-in, takeout, and delivery options. Open seven days a week from 7:00 AM to 10:00 PM, it's a convenient and family-friendly choice for a meal during your visit.","Enjoy a classic American breakfast at IHOP, located at 2 Trader's Way in Salem. Open daily from 7am to 10pm, it's the perfect spot to fuel your Salem explorations.","IHOP, located at 2 Trader's Way in Salem, is a well-known American restaurant chain specializing in breakfast foods. Offering a wide variety of pancakes, omelets, and other classic dishes, IHOP provides dine-in, takeout, and delivery services. Open daily from 7:00 AM to 10:00 PM, it caters to families and groups, and is wheelchair accessible.","Located at 2 Trader's Way, this IHOP offers a familiar and convenient dining experience for breakfast, lunch, and dinner. Open daily from 7:00 AM to 10:00 PM, it provides dine-in, takeout, and delivery options, making it a popular choice for families and groups. While not a historical landmark, it’s a modern Salem staple for those craving a classic American breakfast.",,,2026-04-21 16:43:53.507745-04
ilsa_cakes,Ilsa Cakes,FOOD_DRINK,FOOD_DRINK__cafes,0,"Ilsa Cakes is a popular bakery located at 1 Boston Street in Salem, Massachusetts. Offering a variety of cakes, pastries, and other sweet treats, Ilsa Cakes is open seven days a week, providing a delicious stop for locals and visitors alike. They offer takeout and delivery, making it easy to enjoy their creations wherever you are.","Ilsa Cakes, located at 1 Boston Street, is a Salem bakery offering a delightful selection of treats and open daily except Mondays.","Ilsa Cakes is a bakery located at 1 Boston Street in Salem, Massachusetts. Open Tuesday through Sunday, Ilsa Cakes offers a variety of cakes and pastries. The bakery provides both takeout and delivery options, making it a convenient destination for those seeking a sweet treat.",,,,2026-04-21 16:43:53.507745-04
jaho_coffee,Jaho Coffee,FOOD_DRINK,,0,"Jaho Coffee, located at 57 Loring Avenue, is a Salem cafe open daily from 7:00 AM to 5:00 PM. This branch serves the Salem State University community and the surrounding neighborhood with a variety of coffee drinks and light fare. You can find their menu and order online through their website.","Jaho Coffee on Loring Avenue offers a daily caffeine fix from 7am to 5pm, serving as a popular spot for Salem State University students and locals alike.","Jaho Coffee at 57 Loring Avenue is a neighborhood cafe open daily from 7:00 AM to 5:00 PM. Conveniently located near Salem State University, it provides a welcoming space for students and residents to enjoy coffee and light refreshments. Jaho Coffee also offers online ordering and a full menu available on their website.","Jaho Coffee, located at 57 Loring Avenue, is a popular cafe serving Salem State University and the surrounding neighborhood. Open seven days a week from 7:00 AM to 5:00 PM, Jaho offers a variety of coffee drinks, teas, and pastries. It's a convenient spot for a quick breakfast, study break, or afternoon pick-me-up.",,,2026-04-21 16:43:53.507745-04
jaho_coffee_roaster_and_bakery,Jaho Coffee Roaster & Bakery,FOOD_DRINK,FOOD_DRINK__cafes,0,"Jaho Coffee Roaster & Bakery, located at 130 Canal Street in Salem, is a popular cafe offering a wide selection of coffee, tea, and baked goods. Open seven days a week, from 6:30 AM to 11:00 PM Monday through Friday and 7:00 AM to 11:00 PM on weekends, Jaho provides a welcoming space for locals and visitors alike to enjoy a quick bite or a leisurely drink.","Jaho Coffee Roaster & Bakery on Canal Street offers a full menu of coffee, pastries, and light fare, open daily from morning until late night.","Jaho Coffee Roaster & Bakery, situated at 130 Canal Street in Salem, is a modern cafe known for its specialty coffee, fresh pastries, and extended operating hours. Open daily from morning until late night, Jaho offers a convenient and comfortable setting for enjoying a variety of beverages and light fare. With a commitment to quality ingredients and a welcoming atmosphere, Jaho has become a popular destination for coffee lovers and those seeking a casual gathering spot.","Jaho Coffee Roaster & Bakery, located at 130 Canal Street, is a popular Salem cafe known for its expertly roasted coffee and fresh bakery items. Open daily from early morning until late at night, Jaho provides a welcoming space for locals and visitors alike to enjoy a variety of coffee drinks, pastries, and light fare.  With convenient hours and a commitment to quality, Jaho has become a neighborhood staple.",,,2026-04-21 16:43:53.507745-04
jaho_coffee_roaster_and_wine_bar,Jaho Coffee Roaster & Wine Bar,FOOD_DRINK,FOOD_DRINK__cafes,0,"Jaho Coffee Roaster & Wine Bar is a popular Salem destination offering a wide range of coffee drinks, pastries, and a curated selection of wines. Located at 197 Derby Street, Jaho provides a comfortable atmosphere for both a quick caffeine fix and a relaxing evening drink. With extended hours until 11 PM most nights, it’s a versatile spot for visitors and locals alike.","Jaho Coffee Roaster & Wine Bar, located on Derby Street, offers a modern take on the classic coffeehouse experience with a selection of wine and baked goods.","Jaho Coffee Roaster & Wine Bar, situated at 197 Derby Street in Salem, is a contemporary cafe and wine bar offering a diverse menu of coffee, pastries, and wines. Open daily with extended evening hours, Jaho provides a welcoming space for both casual coffee breaks and relaxed evenings. The business is known for its commitment to quality and its modern, inviting atmosphere.","Jaho Coffee Roaster & Wine Bar has become a Salem staple, offering a welcoming space on Derby Street for coffee lovers and wine enthusiasts alike. With locations throughout the city, Jaho is known for its commitment to quality, serving locally roasted coffee, fresh pastries, and a carefully chosen selection of wines. Open daily from 7:00 AM to 11:00 PM, Jaho provides a comfortable atmosphere for a quick caffeine fix, a leisurely brunch, or an evening glass of wine.",,,2026-04-21 16:43:53.507745-04
jamies_roast_beef,Jamie’s Roast Beef,FOOD_DRINK,,0,"Jamie’s Roast Beef, located at 44 Margin Street, is a popular Peabody eatery known for its classic roast beef sandwiches. Established in 2011, it quickly gained a loyal following for its fresh ingredients and generous portions. Open Tuesday through Sunday from 11:00 AM to 9:00 PM, Jamie’s is a go-to spot for a casual and delicious bite.","Jamie’s Roast Beef on Margin Street has been serving up classic roast beef sandwiches since 2011, becoming a local favorite for a quick and satisfying meal.","Jamie’s Roast Beef, situated at 44 Margin Street in Peabody, is a local restaurant specializing in roast beef sandwiches. Since opening its doors in 2011, it has become a well-loved establishment, known for its commitment to quality and satisfying comfort food. With convenient hours from 11:00 AM to 9:00 PM, Tuesday through Sunday, Jamie’s provides a welcoming atmosphere for a quick and tasty meal.","Jamie’s Roast Beef, located at 44 Margin Street, is a popular Peabody eatery specializing in classic roast beef sandwiches. Established in 2011, it quickly gained a loyal following for its fresh ingredients and generous portions. Open Tuesday through Sunday from 11:00 AM to 9:00 PM, Jamie’s is a go-to spot for a casual and delicious bite.",,,2026-04-21 16:43:53.507745-04
joe_lauranzano_bread_products_llc,Joe Lauranzano Bread Products LLC,FOOD_DRINK,FOOD_DRINK__cafes,0,"Joe Lauranzano Bread Products LLC, located at 31 Willson Street in Salem, is a local bakery offering a variety of fresh-baked goods. Open seven days a week, with extended hours Tuesday through Saturday, it's a popular spot for breakfast, lunch, or a sweet treat. The bakery consistently receives high ratings from customers.","Joe Lauranzano Bread Products LLC is a Salem bakery serving fresh bread and treats daily from 8 AM to 5 PM, and until 3 PM on Mondays and Sundays.","Joe Lauranzano Bread Products LLC is a neighborhood bakery located at 31 Willson Street in Salem, Massachusetts. Open daily, the bakery provides fresh bread and pastries to the local community. With consistent hours throughout the week, it's a reliable source for baked goods and a popular destination for Salem residents and visitors alike.","Joe Lauranzano Bread Products LLC is a bakery and food store located at 31 Willson Street in Salem, Massachusetts. Offering a variety of baked goods and food items, the business is open seven days a week and has garnered a 5-star rating from its customers. It is a local favorite for fresh bread and other treats.",,,2026-04-21 16:43:53.507745-04
jolie_tea_company,Jolie Tea Company,FOOD_DRINK,,0,"Founded in 2011, Jolie Tea Company is an independently owned shop specializing in loose leaf tea, teapots, and accessories. Located on Derby Street, this charming shop offers a curated selection of teas from around the world, aiming to provide a personalized experience for every customer. With an extensive inventory and a relaxed atmosphere, Jolie Tea Company is a haven for tea enthusiasts.","Jolie Tea Company, established in 2011, offers over 300 loose leaf teas and a charming atmosphere for tea lovers on Derby Street.","Jolie Tea Company opened its doors in 2011, quickly becoming a beloved destination for tea lovers in Salem. This independently owned shop on Derby Street offers a carefully curated selection of over 300 loose leaf teas sourced from around the globe. Beyond the tea itself, Jolie Tea Company provides a complete tea experience, with a wide array of teapots, accessories, and books to enhance your brewing and enjoyment.\n\nThe shop's mission is to guide customers in discovering teas that suit their individual preferences, offering personalized recommendations and a welcoming, relaxed atmosphere. Whether you're a seasoned tea connoisseur or just beginning your journey into the world of tea, Jolie Tea Company provides a delightful and informative experience.","Jolie Tea Company, established in 2011, is an independently owned tea shop located at 316 Derby Street. They specialize in loose leaf teas sourced from around the world, alongside teapots, accessories, and books. Jolie Tea aims to provide a personalized experience, guiding customers to discover the perfect cup. The shop is a popular destination for tea enthusiasts seeking a relaxed and friendly atmosphere.",,,2026-04-27 18:12:46.861973-04
